SYMBOL,NAME OF COMPANY,SERIES,FACE VALUE,PAID UP VALUE,MKT LOT,IP RATE,DATE OF LISTING,DATE OF ALLOTMENT,REDEMPTION DATE,REDEMPTION AMT,CONVERSION DATE,CONVERSION AMT,INTEREST PAYMENT DT
Rajasthan State,SG,100.0,100.0,100,6.07,03-DEC-2021,,01-DEC-2026,,,,,IN2920210381
Assam State,SG,100.0,100.0,100,6.09,29-OCT-2021,,27-OCT-2026,,,,,IN1220210091
Karnataka State,SG,100.0,100.0,100,6.09,27-JUL-2020,,22-JUL-2028,,,,,IN1920200095
Tamilnadu State,SG,100.0,100.0,100,6.0,13-JUN-2025,,11-JUN-2028,,,,,IN3120250102
Government of India,GS,100.0,100.0,1,6.1,13-JUL-2021,,12-JUL-2031,,,,,IN0020210095
Karnataka State,SG,100.0,100.0,100,6.12,27-JUL-2020,,22-JUL-2027,,,,,IN1920200087
Orissa State,SG,100.0,100.0,100,6.13,18-JUL-2025,,16-JUL-2028,,,,,IN2720250017
Tamilnadu State,SG,100.0,100.0,100,6.14,01-AUG-2025,,30-JUL-2028,,,,,IN3120250185
Kerala State,SG,100.0,100.0,100,6.17,01-JAN-2021,,30-DEC-2027,,,,,IN2020200233
Government of India,GS,100.0,100.0,1,6.19,02-JUN-2020,,16-SEP-2034,,,,,IN0020200096
Chattisgarh State,SG,100.0,100.0,100,6.1,29-JAN-2021,,27-JAN-2027,,,,,IN3520200103
Gujarat State,SG,100.0,100.0,100,6.1,27-JUN-2025,,25-JUN-2028,,,,,IN1520250085
Rajasthan State,SG,100.0,100.0,100,6.1,30-OCT-2020,,28-OCT-2027,,,,,IN2920200440
Assam State,SG,100.0,100.0,100,6.22,30-MAY-2025,,28-MAY-2030,,,,,IN1220250055
Government of India,GS,100.0,100.0,1,6.22,03-NOV-2020,,16-MAR-2035,,,,,IN0020200245
Kerala State,SG,100.0,100.0,100,6.22,04-DEC-2020,,02-DEC-2027,,,,,IN2020200225
Rajasthan State,SG,100.0,100.0,100,6.23,01-OCT-2021,,29-SEP-2027,,,,,IN2920210290
Maharashtra State,SG,100.0,100.0,100,6.24,13-AUG-2021,,11-AUG-2026,,,,,IN2220210214
Maharashtra State,SG,100.0,100.0,100,6.24,27-JUL-2020,,22-JUL-2028,,,,,IN2220200116
Rajasthan State,SG,100.0,100.0,100,6.24,02-JUL-2021,,30-JUN-2026,,,,,IN2920210183
Assam State,SG,100.0,100.0,100,6.25,06-AUG-2021,,04-AUG-2026,,,,,IN1220210026
Power Finance Corporation Limited,N0,100000.0,100000.0,1,6.27,13-JUN-2025,,15-JUL-2027,,,,,INE134E08NT9
Rajasthan State,SG,100.0,100.0,100,6.27,23-JUL-2021,,20-JUL-2026,,,,,IN2920210241
Tamilnadu State,SG,100.0,100.0,100,6.27,05-SEP-2025,,03-SEP-2027,,,,,IN3120250243
Tamilnadu State,SG,100.0,100.0,100,6.27,08-AUG-2025,,06-AUG-2029,,,,,IN3120250193
Gujarat State,SG,100.0,100.0,100,6.28,03-SEP-2021,,01-SEP-2027,,,,,IN1520210098
Government of India,GS,100.0,100.0,1,6.28,16-JUL-2025,,14-JUL-2032,,,,,IN0020250059
Rajasthan State,SG,100.0,100.0,100,6.29,16-JUL-2021,,14-JUL-2026,,,,,IN2920210225
Rajasthan State,SG,100.0,100.0,100,6.29,31-DEC-2021,,29-DEC-2026,,,,,IN2920210407
Rajasthan State,SG,100.0,100.0,100,6.2,31-JUL-2020,,29-JUL-2027,,,,,IN2920200267
Karnataka State,SG,100.0,100.0,100,6.32,07-AUG-2020,,05-AUG-2028,,,,,IN1920200129
Assam State,SG,100.0,100.0,100,6.33,09-JUL-2021,,07-JUL-2026,,,,,IN1220210018
Assam State,SG,100.0,100.0,100,6.33,31-DEC-2021,,29-DEC-2026,,,,,IN1220210182
Government of India,GS,100.0,100.0,1,6.33,07-MAY-2025,,05-MAY-2035,,,,,IN0020250026
Tamilnadu State,SG,100.0,100.0,100,6.33,27-JUL-2020,,22-JUL-2030,,,,,IN3120200222
Rajasthan State,SG,100.0,100.0,100,6.34,29-OCT-2021,,27-OCT-2027,,,,,IN2920210340
Andhra Pradesh State,SG,100.0,100.0,100,6.35,27-JUL-2020,,06-MAY-2027,,,,,IN1020200110
Larsen & Toubro Limited,N0,100000.0,100000.0,1,6.35,24-JUN-2025,,19-JUN-2028,,,,,INE018A08BN0
Maharashtra State,SG,100.0,100.0,100,6.35,27-NOV-2020,,25-NOV-2028,,,,,IN2220200314
Government of India,GS,100.0,100.0,1,6.36,18-FEB-2026,,16-FEB-2031,,,,,IN0020250141
Himachal Pradesh State,SG,100.0,100.0,100,6.36,31-JUL-2020,,29-JUL-2028,,,,,IN1720200030
REC Limited,N0,100000.0,100000.0,1,6.37,17-JUN-2025,,31-MAR-2027,,,,,INE020B08FX4
Maharashtra State,SG,100.0,100.0,100,6.38,27-AUG-2021,,25-AUG-2027,,,,,IN2220210230
Bihar State,SG,100.0,100.0,100,6.39,27-MAY-2021,,25-MAY-2027,,,,,IN1320210017
Puducherry - Union Territory,SG,100.0,100.0,100,6.3,17-DEC-2021,,15-DEC-2027,,,,,IN3820210042
NHPC Limited,N0,100000.0,100000.0,1,6.4,14-AUG-2025,,12-AUG-2027,,,,,INE848E08375
Tamilnadu State,SG,100.0,100.0,100,6.4,06-JUN-2025,,04-JUN-2032,,,,,IN3120250078
Goa State,SG,100.0,100.0,100,6.41,27-JUL-2020,,15-JUL-2030,,,,,IN1420200082
Tamilnadu State,SG,100.0,100.0,100,6.41,27-JUL-2020,,15-JUL-2030,,,,,IN3120200214
Goa State,SG,100.0,100.0,100,6.42,30-OCT-2020,,28-OCT-2030,,,,,IN1420200165
Jammu & Kashmir State,SG,100.0,100.0,100,6.42,23-MAY-2025,,21-MAY-2031,,,,,IN4920250037
Jammu & Kashmir State,SG,100.0,100.0,100,6.42,13-JUN-2025,,11-JUN-2031,,,,,IN4920250052
Manipur State,SG,100.0,100.0,100,6.42,27-JUL-2020,,15-JUL-2030,,,,,IN2320200040
Punjab State,SG,100.0,100.0,100,6.42,07-AUG-2020,,05-AUG-2030,,,,,IN2820200094
Tamilnadu State,SG,100.0,100.0,100,6.42,20-JUN-2025,,18-JUN-2031,,,,,IN3120250128
Uttar Pradesh State,SG,100.0,100.0,100,6.42,30-OCT-2020,,28-OCT-2030,,,,,IN3320200154
Andhra Pradesh State,SG,100.0,100.0,100,6.43,06-NOV-2020,,04-NOV-2030,,,,,IN1020200458
Maharashtra State,SG,100.0,100.0,100,6.43,23-AUG-2021,,18-AUG-2027,,,,,IN2220210222
Rajasthan State,SG,100.0,100.0,100,6.43,21-JAN-2022,,19-JAN-2027,,,,,IN2920210431
Uttarakhand State,SG,100.0,100.0,100,6.43,04-SEP-2020,,02-SEP-2030,,,,,IN3620200029
Gujarat State,SG,100.0,100.0,100,6.44,27-JUL-2020,,08-JUL-2029,,,,,IN1520200081
Gujarat State,SG,100.0,100.0,100,6.44,14-AUG-2020,,12-AUG-2029,,,,,IN1520200115
Maharashtra State,SG,100.0,100.0,100,6.44,14-AUG-2020,,12-AUG-2028,,,,,IN2220200124
Uttarakhand State,SG,100.0,100.0,100,6.44,30-OCT-2020,,28-OCT-2030,,,,,IN3620200060
Uttar Pradesh State,SG,100.0,100.0,100,6.44,31-JUL-2020,,29-JUL-2030,,,,,IN3320200063
Bihar State,SG,100.0,100.0,100,6.45,04-JUN-2021,,02-JUN-2027,,,,,IN1320210025
Gujarat State,SG,100.0,100.0,100,6.45,04-SEP-2020,,02-SEP-2030,,,,,IN1520200131
Gujarat State,SG,100.0,100.0,100,6.45,08-JAN-2021,,06-JAN-2030,,,,,IN1520200248
Government of India,GS,100.0,100.0,1,6.45,09-OCT-2019,,07-OCT-2029,,,,,IN0020190362
Himachal Pradesh State,SG,100.0,100.0,100,6.45,30-OCT-2020,,28-APR-2029,,,,,IN1720200071
Maharashtra State,SG,100.0,100.0,100,6.45,16-OCT-2020,,14-OCT-2027,,,,,IN2220200249
Meghalaya State,SG,100.0,100.0,100,6.45,04-SEP-2020,,02-SEP-2030,,,,,IN2420200023
Manipur State,SG,100.0,100.0,100,6.45,07-AUG-2020,,05-AUG-2030,,,,,IN2320200057
Rajasthan State,SG,100.0,100.0,100,6.45,05-FEB-2021,,03-FEB-2027,,,,,IN2920200614
Rajasthan State,SG,100.0,100.0,100,6.45,28-JAN-2022,,25-JAN-2027,,,,,IN2920210449
Rajasthan State,SG,100.0,100.0,100,6.45,30-OCT-2020,,28-OCT-2030,,,,,IN2920200457
Gujarat State,SG,100.0,100.0,100,6.46,06-NOV-2020,,04-NOV-2030,,,,,IN1520200198
Jammu & Kashmir State,SG,100.0,100.0,100,6.46,07-AUG-2020,,05-AUG-2030,,,,,IN4920200065
Rajasthan State,SG,100.0,100.0,100,6.46,14-AUG-2020,,12-AUG-2030,,,,,IN2920200317
Rajasthan State,SG,100.0,100.0,100,6.46,04-SEP-2020,,02-SEP-2030,,,,,IN2920200358
West Bengal State,SG,100.0,100.0,100,6.46,31-JUL-2020,,29-JUL-2030,,,,,IN3420200070
Gujarat State,SG,100.0,100.0,100,6.47,27-JUL-2020,,27-MAY-2030,,,,,IN1520200040
Indian Railway Finance Corporation Limited,N0,100000.0,100000.0,1,6.47,03-JUN-2025,,30-MAY-2028,,,,,INE053F08510
Karnataka State,SG,100.0,100.0,100,6.47,13-NOV-2020,,11-NOV-2030,,,,,IN1920200392
Maharashtra State,SG,100.0,100.0,100,6.47,23-OCT-2020,,21-OCT-2028,,,,,IN2220200272
Andhra Pradesh State,SG,100.0,100.0,100,6.48,27-JUL-2020,,17-JUN-2027,,,,,IN1020200193
Andhra Pradesh State,SG,100.0,100.0,100,6.48,27-JUL-2020,,15-JUL-2032,,,,,IN1020200243
Assam State,SG,100.0,100.0,100,6.48,06-NOV-2020,,04-NOV-2030,,,,,IN1220200118
Government of India,GS,100.0,100.0,1,6.48,08-OCT-2025,,06-OCT-2035,,,,,IN0020250091
Haryana State,SG,100.0,100.0,100,6.48,07-AUG-2020,,05-AUG-2040,,,,,IN1620200072
Karnataka State,SG,100.0,100.0,100,6.48,14-AUG-2020,,12-AUG-2030,,,,,IN1920200137
Karnataka State,SG,100.0,100.0,100,6.48,30-OCT-2020,,28-OCT-2031,,,,,IN1920200368
Mizoram State,SG,100.0,100.0,100,6.48,06-NOV-2020,,04-NOV-2030,,,,,IN2520200055
Rajasthan State,SG,100.0,100.0,100,6.48,04-MAR-2022,,02-MAR-2027,,,,,IN2920210506
Andhra Pradesh State,SG,100.0,100.0,100,6.49,31-JUL-2020,,29-JUL-2033,,,,,IN1020200250
Gujarat State,SG,100.0,100.0,100,6.49,04-DEC-2020,,02-DEC-2029,,,,,IN1520200222
Karnataka State,SG,100.0,100.0,100,6.49,27-JUL-2020,,27-MAY-2030,,,,,IN1920200038
Karnataka State,SG,100.0,100.0,100,6.49,20-NOV-2020,,18-NOV-2030,,,,,IN1920200418
Karnataka State,SG,100.0,100.0,100,6.49,14-AUG-2020,,12-AUG-2031,,,,,IN1920200145
Maharashtra State,SG,100.0,100.0,100,6.49,14-AUG-2020,,12-AUG-2031,,,,,IN2220200132
Orissa State,SG,100.0,100.0,100,6.49,01-AUG-2025,,30-JUL-2030,,,,,IN2720250033
Rajasthan State,SG,100.0,100.0,100,6.49,27-JUL-2020,,27-MAY-2030,,,,,IN2920200085
Tamilnadu State,SG,100.0,100.0,100,6.49,27-JUL-2020,,22-JUL-2050,,,,,IN3120200230
Telangana State,SG,100.0,100.0,100,6.49,31-JUL-2020,,29-JUL-2050,,,,,IN4520200127
Andhra Pradesh State,SG,100.0,100.0,100,6.4,04-DEC-2020,,02-DEC-2028,,,,,IN1020200474
Gujarat State,SG,100.0,100.0,100,6.4,07-AUG-2020,,05-AUG-2030,,,,,IN1520200107
Gujarat State,SG,100.0,100.0,100,6.4,30-OCT-2020,,28-OCT-2030,,,,,IN1520200180
Karnataka State,SG,100.0,100.0,100,6.4,31-JUL-2020,,29-JUL-2030,,,,,IN1920200103
Karnataka State,SG,100.0,100.0,100,6.4,04-SEP-2020,,02-SEP-2030,,,,,IN1920200194
Karnataka State,SG,100.0,100.0,100,6.4,30-OCT-2020,,28-OCT-2030,,,,,IN1920200350
Karnataka State,SG,100.0,100.0,100,6.4,06-NOV-2020,,04-NOV-2030,,,,,IN1920200376
Karnataka State,SG,100.0,100.0,100,6.4,31-JUL-2020,,29-JUL-2031,,,,,IN1920200111
Maharashtra State,SG,100.0,100.0,100,6.4,06-NOV-2020,,04-NOV-2030,,,,,IN2220200298
Gujarat State,SG,100.0,100.0,100,6.51,30-MAY-2025,,28-MAY-2033,,,,,IN1520250078
Himachal Pradesh State,SG,100.0,100.0,100,6.51,30-OCT-2020,,28-APR-2030,,,,,IN1720200089
Karnataka State,SG,100.0,100.0,100,6.51,23-OCT-2020,,21-OCT-2030,,,,,IN1920200335
Karnataka State,SG,100.0,100.0,100,6.51,28-DEC-2020,,23-DEC-2030,,,,,IN1920200517
Karnataka State,SG,100.0,100.0,100,6.51,01-JAN-2021,,30-DEC-2030,,,,,IN1920200533
Karnataka State,SG,100.0,100.0,100,6.51,27-JUL-2020,,27-MAY-2031,,,,,IN1920200046
Uttar Pradesh State,SG,100.0,100.0,100,6.51,23-MAY-2025,,21-MAY-2032,,,,,IN3320250027
Karnataka State,SG,100.0,100.0,100,6.52,18-DEC-2020,,16-DEC-2030,,,,,IN1920200491
Maharashtra State,SG,100.0,100.0,100,6.52,27-NOV-2020,,25-NOV-2030,,,,,IN2220200322
Meghalaya State,SG,100.0,100.0,100,6.52,27-JUL-2020,,08-JUL-2030,,,,,IN2420200015
Madhya Pradesh State,SG,100.0,100.0,100,6.52,27-JUL-2020,,15-JUL-2035,,,,,IN2120200125
Nagaland State,SG,100.0,100.0,100,6.52,27-JUL-2020,,08-JUL-2030,,,,,IN2620200021
Puducherry - Union Territory,SG,100.0,100.0,100,6.52,06-NOV-2020,,04-NOV-2030,,,,,IN3820200043
REC Limited,N0,100000.0,100000.0,1,6.52,27-MAY-2025,,31-JAN-2028,,,,,INE020B08FW6
Telangana State,SG,100.0,100.0,100,6.52,07-AUG-2020,,05-AUG-2050,,,,,IN4520200135
Chattisgarh State,SG,100.0,100.0,100,6.53,17-SEP-2021,,15-SEP-2028,,,,,IN3520210037
Himachal Pradesh State,SG,100.0,100.0,100,6.53,27-NOV-2020,,25-MAY-2029,,,,,IN1720200097
Karnataka State,SG,100.0,100.0,100,6.53,04-DEC-2020,,02-DEC-2030,,,,,IN1920200459
Tamilnadu State,SG,100.0,100.0,100,6.53,08-JAN-2021,,06-JAN-2031,,,,,IN3120200339
Andhra Pradesh State,SG,100.0,100.0,100,6.54,27-JUL-2020,,17-JUN-2030,,,,,IN1020200201
Arunachal Pradesh State,SG,100.0,100.0,100,6.54,20-NOV-2020,,18-NOV-2030,,,,,IN1120200036
Goa State,SG,100.0,100.0,100,6.54,27-JUL-2020,,17-JUN-2030,,,,,IN1420200066
Goa State,SG,100.0,100.0,100,6.54,18-DEC-2020,,16-DEC-2030,,,,,IN1420200207
Gujarat State,SG,100.0,100.0,100,6.54,27-JUL-2020,,01-JUL-2030,,,,,IN1520200073
Government of India,GS,100.0,100.0,1,6.54,18-JAN-2022,,17-JAN-2032,,,,,IN0020210244
Karnataka State,SG,100.0,100.0,100,6.54,11-DEC-2020,,09-DEC-2030,,,,,IN1920200475
Maharashtra State,SG,100.0,100.0,100,6.54,11-FEB-2022,,09-FEB-2027,,,,,IN2220210271
Maharashtra State,SG,100.0,100.0,100,6.54,27-JUL-2020,,27-MAY-2030,,,,,IN2220200033
Madhya Pradesh State,SG,100.0,100.0,100,6.54,07-AUG-2020,,05-AUG-2035,,,,,IN2120200133
Rajasthan State,SG,100.0,100.0,100,6.54,27-JUL-2020,,17-JUN-2030,,,,,IN2920200150
Rajasthan State,SG,100.0,100.0,100,6.54,20-NOV-2020,,18-NOV-2030,,,,,IN2920200481
Tamilnadu State,SG,100.0,100.0,100,6.54,27-FEB-2026,,25-FEB-2029,,,,,IN3120250730
Tamilnadu State,SG,100.0,100.0,100,6.54,09-MAY-2025,,07-MAY-2031,,,,,IN3120250037
Uttar Pradesh State,SG,100.0,100.0,100,6.54,23-OCT-2020,,21-OCT-2030,,,,,IN3320200147
West Bengal State,SG,100.0,100.0,100,6.54,27-JUL-2020,,15-JUL-2035,,,,,IN3420200062
Andhra Pradesh State,SG,100.0,100.0,100,6.55,27-JUL-2020,,27-MAY-2028,,,,,IN1020200144
Andhra Pradesh State,SG,100.0,100.0,100,6.55,30-OCT-2020,,28-OCT-2033,,,,,IN1020200433
Andhra Pradesh State,SG,100.0,100.0,100,6.55,07-AUG-2020,,05-AUG-2035,,,,,IN1020200268
Assam State,SG,100.0,100.0,100,6.55,27-JUL-2020,,08-JUL-2030,,,,,IN1220200027
Assam State,SG,100.0,100.0,100,6.55,04-SEP-2020,,02-SEP-2030,,,,,IN1220200035
Goa State,SG,100.0,100.0,100,6.55,13-NOV-2020,,11-NOV-2030,,,,,IN1420200173
Goa State,SG,100.0,100.0,100,6.55,11-DEC-2020,,09-DEC-2030,,,,,IN1420200199
Kerala State,SG,100.0,100.0,100,6.55,27-JUL-2020,,03-JUN-2030,,,,,IN2020200118
Maharashtra State,SG,100.0,100.0,100,6.55,16-OCT-2020,,14-OCT-2028,,,,,IN2220200256
Rajasthan State,SG,100.0,100.0,100,6.55,27-JUL-2020,,01-JUL-2030,,,,,IN2920200184
Rajasthan State,SG,100.0,100.0,100,6.55,27-JUL-2020,,15-JUL-2050,,,,,IN2920200226
Rajasthan State,SG,100.0,100.0,100,6.55,27-JUL-2020,,15-JUL-2055,,,,,IN2920200234
Tamilnadu State,SG,100.0,100.0,100,6.55,21-NOV-2025,,19-NOV-2029,,,,,IN3120250391
Tamilnadu State,SG,100.0,100.0,100,6.55,27-JUL-2020,,17-JUN-2030,,,,,IN3120200149
Tripura State,SG,100.0,100.0,100,6.55,30-OCT-2020,,28-OCT-2030,,,,,IN3220200023
West Bengal State,SG,100.0,100.0,100,6.55,27-JUL-2020,,01-JUL-2030,,,,,IN3420200054
Andhra Pradesh State,SG,100.0,100.0,100,6.56,27-JUL-2020,,08-JUL-2031,,,,,IN1020200235
Assam State,SG,100.0,100.0,100,6.56,23-OCT-2020,,21-OCT-2030,,,,,IN1220200100
Karnataka State,SG,100.0,100.0,100,6.56,11-SEP-2020,,09-SEP-2030,,,,,IN1920200210
Maharashtra State,SG,100.0,100.0,100,6.56,23-OCT-2020,,21-OCT-2030,,,,,IN2220200280
Maharashtra State,SG,100.0,100.0,100,6.56,06-NOV-2020,,04-NOV-2032,,,,,IN2220200306
Manipur State,SG,100.0,100.0,100,6.56,27-JUL-2020,,17-JUN-2030,,,,,IN2320200032
Rajasthan State,SG,100.0,100.0,100,6.56,28-NOV-2025,,26-NOV-2029,,,,,IN2920250304
Uttar Pradesh State,SG,100.0,100.0,100,6.56,18-DEC-2020,,16-DEC-2030,,,,,IN3320200196
Andhra Pradesh State,SG,100.0,100.0,100,6.57,27-JUL-2020,,01-JUL-2030,,,,,IN1020200219
Goa State,SG,100.0,100.0,100,6.57,27-NOV-2020,,25-NOV-2030,,,,,IN1420200181
Gujarat State,SG,100.0,100.0,100,6.57,27-JUL-2020,,03-JUN-2029,,,,,IN1520200057
Gujarat State,SG,100.0,100.0,100,6.57,29-JAN-2021,,27-JAN-2031,,,,,IN1520200255
Himachal Pradesh State,SG,100.0,100.0,100,6.57,28-DEC-2020,,23-JUN-2030,,,,,IN1720200113
Himachal Pradesh State,SG,100.0,100.0,100,6.57,28-DEC-2020,,23-DEC-2030,,,,,IN1720200121
Maharashtra State,SG,100.0,100.0,100,6.57,27-JUL-2020,,03-JUN-2031,,,,,IN2220200058
Madhya Pradesh State,SG,100.0,100.0,100,6.57,27-JUL-2020,,10-JUN-2030,,,,,IN2120200109
Mizoram State,SG,100.0,100.0,100,6.57,27-JUL-2020,,08-JUL-2035,,,,,IN2520200030
Rajasthan State,SG,100.0,100.0,100,6.57,27-JUL-2020,,10-JUN-2030,,,,,IN2920200135
Tamilnadu State,SG,100.0,100.0,100,6.57,15-JAN-2021,,13-JAN-2031,,,,,IN3120200347
Andhra Pradesh State,SG,100.0,100.0,100,6.58,27-JUL-2020,,03-JUN-2030,,,,,IN1020200169
Goa State,SG,100.0,100.0,100,6.58,27-JUL-2020,,24-JUN-2030,,,,,IN1420200074
Goa State,SG,100.0,100.0,100,6.58,28-DEC-2020,,23-DEC-2030,,,,,IN1420200215
Goa State,SG,100.0,100.0,100,6.58,08-JAN-2021,,06-JAN-2031,,,,,IN1420200231
Gujarat State,SG,100.0,100.0,100,6.58,05-APR-2021,,31-MAR-2027,,,,,IN1520200347
Indian Railway Finance Corporation Limited,N0,100000.0,100000.0,1,6.58,03-JUN-2025,,30-MAY-2030,,,,,INE053F08528
Jammu & Kashmir State,SG,100.0,100.0,100,6.58,27-JUL-2020,,08-JUL-2030,,,,,IN4920200057
Karnataka State,SG,100.0,100.0,100,6.58,27-JUL-2020,,03-JUN-2030,,,,,IN1920200053
Madhya Pradesh State,SG,100.0,100.0,100,6.58,27-JUL-2020,,08-JUL-2035,,,,,IN2120200117
Rajasthan State,SG,100.0,100.0,100,6.58,27-JUL-2020,,03-JUN-2030,,,,,IN2920200119
Tamilnadu State,SG,100.0,100.0,100,6.58,17-OCT-2025,,15-OCT-2029,,,,,IN3120250326
Uttar Pradesh State,SG,100.0,100.0,100,6.58,27-NOV-2020,,25-NOV-2030,,,,,IN3320200188
Chattisgarh State,SG,100.0,100.0,100,6.59,08-OCT-2021,,06-OCT-2028,,,,,IN3520210045
Haryana State,SG,100.0,100.0,100,6.59,13-NOV-2020,,11-NOV-2030,,,,,IN1620200122
Power Finance Corporation Limited,N0,100000.0,100000.0,1,6.59,13-JUN-2025,,15-OCT-2030,,,,,INE134E08NU7
Rajasthan State,SG,100.0,100.0,100,6.59,27-JUL-2020,,24-JUN-2030,,,,,IN2920200168
Rajasthan State,SG,100.0,100.0,100,6.59,27-NOV-2020,,25-NOV-2030,,,,,IN2920200499
Rajasthan State,SG,100.0,100.0,100,6.59,08-JAN-2021,,06-JAN-2031,,,,,IN2920200564
Uttar Pradesh State,SG,100.0,100.0,100,6.59,06-NOV-2020,,04-NOV-2030,,,,,IN3320200162
Andhra Pradesh State,SG,100.0,100.0,100,6.5,27-JUL-2020,,08-JUL-2030,,,,,IN1020200227
Andhra Pradesh State,SG,100.0,100.0,100,6.5,07-AUG-2020,,05-AUG-2038,,,,,IN1020200276
Goa State,SG,100.0,100.0,100,6.5,31-JUL-2020,,29-JUL-2030,,,,,IN1420200090
Goa State,SG,100.0,100.0,100,6.5,21-AUG-2020,,19-AUG-2030,,,,,IN1420200108
Gujarat State,SG,100.0,100.0,100,6.5,13-NOV-2020,,11-NOV-2030,,,,,IN1520200206
Gujarat State,SG,100.0,100.0,100,6.5,27-NOV-2020,,25-NOV-2030,,,,,IN1520200214
Karnataka State,SG,100.0,100.0,100,6.5,21-AUG-2020,,19-AUG-2030,,,,,IN1920200152
Karnataka State,SG,100.0,100.0,100,6.5,27-NOV-2020,,25-NOV-2030,,,,,IN1920200434
Kerala State,SG,100.0,100.0,100,6.5,27-JUL-2020,,20-NOV-2027,,,,,IN2020200084
Nagaland State,SG,100.0,100.0,100,6.5,06-NOV-2020,,04-NOV-2030,,,,,IN2620200054
Rajasthan State,SG,100.0,100.0,100,6.5,21-AUG-2020,,19-AUG-2030,,,,,IN2920200325
Rajasthan State,SG,100.0,100.0,100,6.5,07-AUG-2020,,05-AUG-2050,,,,,IN2920200291
Tamilnadu State,SG,100.0,100.0,100,6.5,21-AUG-2020,,19-AUG-2030,,,,,IN3120200255
Uttar Pradesh State,SG,100.0,100.0,100,6.5,27-JUL-2020,,08-JUL-2030,,,,,IN3320200055
West Bengal State,SG,100.0,100.0,100,6.5,27-JUL-2020,,27-MAY-2030,,,,,IN3420200039
Andhra Pradesh State,SG,100.0,100.0,100,6.6,14-AUG-2020,,12-AUG-2039,,,,,IN1020200292
Andhra Pradesh State,SG,100.0,100.0,100,6.6,14-AUG-2020,,12-AUG-2040,,,,,IN1020200300
REC Limited,N0,100000.0,100000.0,1,6.6,27-JUN-2025,,30-JUN-2027,,,,,INE020B08FZ9
Tamilnadu State,SG,100.0,100.0,100,6.6,30-MAY-2025,,28-MAY-2035,,,,,IN3120250060
Telangana State,SG,100.0,100.0,100,6.6,27-JUL-2020,,24-JUN-2030,,,,,IN4520200101
Andhra Pradesh State,SG,100.0,100.0,100,6.61,06-JUN-2025,,04-JUN-2034,,,,,IN1020250115
Gujarat State,SG,100.0,100.0,100,6.61,09-MAY-2025,,07-MAY-2032,,,,,IN1520250011
Karnataka State,SG,100.0,100.0,100,6.61,16-OCT-2020,,14-OCT-2030,,,,,IN1920200319
Karnataka State,SG,100.0,100.0,100,6.61,22-JAN-2021,,20-JAN-2033,,,,,IN1920200582
Karnataka State,SG,100.0,100.0,100,6.61,04-SEP-2020,,02-SEP-2035,,,,,IN1920200202
Madhya Pradesh State,SG,100.0,100.0,100,6.61,14-AUG-2020,,12-AUG-2035,,,,,IN2120200141
Madhya Pradesh State,SG,100.0,100.0,100,6.61,22-JAN-2021,,20-JAN-2037,,,,,IN2120200232
Power Finance Corporation Limited,N0,100000.0,100000.0,1,6.61,26-MAY-2025,,15-JUL-2028,,,,,INE134E08NS1
Rajasthan State,SG,100.0,100.0,100,6.61,13-NOV-2020,,11-NOV-2030,,,,,IN2920200473
Rajasthan State,SG,100.0,100.0,100,6.61,15-JAN-2021,,13-JAN-2031,,,,,IN2920200572
Rajasthan State,SG,100.0,100.0,100,6.61,29-JAN-2021,,27-JAN-2031,,,,,IN2920200598
Telangana State,SG,100.0,100.0,100,6.61,29-JAN-2021,,27-JAN-2051,,,,,IN4520200317
Uttar Pradesh State,SG,100.0,100.0,100,6.61,15-JAN-2021,,13-JAN-2031,,,,,IN3320200238
West Bengal State,SG,100.0,100.0,100,6.61,22-JAN-2021,,20-JAN-2036,,,,,IN3420200211
Assam State,SG,100.0,100.0,100,6.62,11-DEC-2020,,09-DEC-2030,,,,,IN1220200175
Chattisgarh State,SG,100.0,100.0,100,6.62,29-OCT-2021,,27-OCT-2028,,,,,IN3520210052
Goa State,SG,100.0,100.0,100,6.62,22-JAN-2021,,20-JAN-2031,,,,,IN1420200256
Haryana State,SG,100.0,100.0,100,6.62,29-JAN-2021,,27-JAN-2041,,,,,IN1620200130
Jharkhand State,SG,100.0,100.0,100,6.62,23-OCT-2020,,21-OCT-2030,,,,,IN3720200028
Jammu & Kashmir State,SG,100.0,100.0,100,6.62,27-JUL-2020,,03-JUN-2030,,,,,IN4920200040
Karnataka State,SG,100.0,100.0,100,6.62,23-OCT-2020,,21-OCT-2032,,,,,IN1920200343
Karnataka State,SG,100.0,100.0,100,6.62,01-JAN-2021,,30-DEC-2032,,,,,IN1920200541
Nagaland State,SG,100.0,100.0,100,6.62,11-DEC-2020,,09-DEC-2030,,,,,IN2620200062
Puducherry - Union Territory,SG,100.0,100.0,100,6.62,26-NOV-2021,,24-NOV-2028,,,,,IN3820210034
Rajasthan State,SG,100.0,100.0,100,6.62,04-DEC-2020,,02-DEC-2030,,,,,IN2920200507
Rajasthan State,SG,100.0,100.0,100,6.62,29-JAN-2021,,27-JAN-2041,,,,,IN2920200606
Telangana State,SG,100.0,100.0,100,6.62,22-JAN-2021,,20-JAN-2041,,,,,IN4520200309
Uttarakhand State,SG,100.0,100.0,100,6.62,16-OCT-2020,,14-OCT-2030,,,,,IN3620200052
Uttar Pradesh State,SG,100.0,100.0,100,6.62,31-DEC-2020,,30-DEC-2030,,,,,IN3320200212
